,FR_Confirmed,FR_Deaths,FR_Recovered,FR_Active,Date
1015,60,0,60,0,2020-06-09 00:00:00+00:00
1016,164,14,144,6,2020-06-09 00:00:00+00:00
1017,202,14,98,90,2020-06-09 00:00:00+00:00
1018,2175,28,1654,493,2020-06-09 00:00:00+00:00
1019,21,0,20,1,2020-06-09 00:00:00+00:00
1020,481,1,447,33,2020-06-09 00:00:00+00:00
1021,6,0,6,0,2020-06-09 00:00:00+00:00
1022,1,0,1,0,2020-06-09 00:00:00+00:00
1023,41,3,33,5,2020-06-09 00:00:00+00:00
1024,187996,29260,69032,89704,2020-06-10 00:00:00+00:00
1025,865,2,457,406,2020-06-10 00:00:00+00:00
1026,60,0,60,0,2020-06-10 00:00:00+00:00
1027,164,14,144,6,2020-06-10 00:00:00+00:00
1028,202,14,98,90,2020-06-10 00:00:00+00:00
1029,2226,28,1654,544,2020-06-10 00:00:00+00:00
1030,21,0,20,1,2020-06-10 00:00:00+00:00
1031,486,1,447,38,2020-06-10 00:00:00+00:00
1032,6,0,6,0,2020-06-10 00:00:00+00:00
1033,1,0,1,0,2020-06-10 00:00:00+00:00
1034,41,3,33,5,2020-06-10 00:00:00+00:00
1035,188354,29287,69344,89723,2020-06-11 00:00:00+00:00
1036,917,2,462,453,2020-06-11 00:00:00+00:00
1037,60,0,60,0,2020-06-11 00:00:00+00:00
1038,164,14,144,6,2020-06-11 00:00:00+00:00
1039,202,14,98,90,2020-06-11 00:00:00+00:00
1040,2240,28,1654,558,2020-06-11 00:00:00+00:00
1041,21,0,20,1,2020-06-11 00:00:00+00:00
1042,487,1,447,39,2020-06-11 00:00:00+00:00
1043,6,0,6,0,2020-06-11 00:00:00+00:00
1044,1,0,1,0,2020-06-11 00:00:00+00:00
1045,41,3,33,5,2020-06-11 00:00:00+00:00
1046,188918,29315,69578,90025,2020-06-12 00:00:00+00:00
1047,1043,2,489,552,2020-06-12 00:00:00+00:00
1048,60,0,60,0,2020-06-12 00:00:00+00:00
1049,171,14,157,0,2020-06-12 00:00:00+00:00
1050,202,14,98,90,2020-06-12 00:00:00+00:00
1051,2268,28,1790,450,2020-06-12 00:00:00+00:00
1052,21,0,20,1,2020-06-12 00:00:00+00:00
1053,488,1,460,27,2020-06-12 00:00:00+00:00
1054,6,0,6,0,2020-06-12 00:00:00+00:00
1055,1,0,1,0,2020-06-12 00:00:00+00:00
1056,42,3,36,3,2020-06-12 00:00:00+00:00
1057,189311,29339,69783,90189,2020-06-13 00:00:00+00:00
1058,1161,2,520,639,2020-06-13 00:00:00+00:00
1059,60,0,60,0,2020-06-13 00:00:00+00:00
1060,171,14,157,0,2020-06-13 00:00:00+00:00
1061,202,14,98,90,2020-06-13 00:00:00+00:00
1062,2282,28,1790,464,2020-06-13 00:00:00+00:00
1063,21,0,20,1,2020-06-13 00:00:00+00:00
1064,489,1,460,28,2020-06-13 00:00:00+00:00
1065,6,0,6,0,2020-06-13 00:00:00+00:00
1066,1,0,1,0,2020-06-13 00:00:00+00:00
1067,42,3,36,3,2020-06-13 00:00:00+00:00
1068,189602,29346,69820,90436,2020-06-14 00:00:00+00:00
1069,1255,3,534,718,2020-06-14 00:00:00+00:00
1070,60,0,60,0,2020-06-14 00:00:00+00:00
1071,171,14,157,0,2020-06-14 00:00:00+00:00
1072,202,14,98,90,2020-06-14 00:00:00+00:00
1073,2298,29,1790,479,2020-06-14 00:00:00+00:00
1074,21,0,20,1,2020-06-14 00:00:00+00:00
1075,495,1,460,34,2020-06-14 00:00:00+00:00
1076,6,0,6,0,2020-06-14 00:00:00+00:00
1077,1,0,1,0,2020-06-14 00:00:00+00:00
1078,42,3,36,3,2020-06-14 00:00:00+00:00
1079,189670,29375,69719,90576,2020-06-15 00:00:00+00:00
1080,1326,3,552,771,2020-06-15 00:00:00+00:00
1081,60,0,60,0,2020-06-15 00:00:00+00:00
1082,171,14,157,0,2020-06-15 00:00:00+00:00
1083,202,14,98,90,2020-06-15 00:00:00+00:00
1084,2310,29,2058,223,2020-06-15 00:00:00+00:00
1085,21,0,21,0,2020-06-15 00:00:00+00:00
1086,496,1,460,35,2020-06-15 00:00:00+00:00
1087,6,0,6,0,2020-06-15 00:00:00+00:00
1088,1,0,1,0,2020-06-15 00:00:00+00:00
1089,42,3,36,3,2020-06-15 00:00:00+00:00
1090,189595,29484,69943,90168,2020-06-16 00:00:00+00:00
1091,1421,5,619,797,2020-06-16 00:00:00+00:00
1092,60,0,60,0,2020-06-16 00:00:00+00:00
1093,171,14,157,0,2020-06-16 00:00:00+00:00
1094,202,14,98,90,2020-06-16 00:00:00+00:00
1095,2333,29,2058,246,2020-06-16 00:00:00+00:00
1096,21,0,21,0,2020-06-16 00:00:00+00:00
1097,495,1,460,34,2020-06-16 00:00:00+00:00
1098,6,0,6,0,2020-06-16 00:00:00+00:00
1099,1,0,1,0,2020-06-16 00:00:00+00:00
1100,42,3,36,3,2020-06-16 00:00:00+00:00
1101,189906,29512,70223,90171,2020-06-17 00:00:00+00:00
1102,1554,5,663,886,2020-06-17 00:00:00+00:00
1103,60,0,60,0,2020-06-17 00:00:00+00:00
1104,171,14,157,0,2020-06-17 00:00:00+00:00
1105,202,14,98,90,2020-06-17 00:00:00+00:00
1106,2345,29,2066,250,2020-06-17 00:00:00+00:00
1107,21,0,21,0,2020-06-17 00:00:00+00:00
1108,497,1,460,36,2020-06-17 00:00:00+00:00
1109,6,0,6,0,2020-06-17 00:00:00+00:00
1110,1,0,1,0,2020-06-17 00:00:00+00:00
1111,42,3,36,3,2020-06-17 00:00:00+00:00
1112,190107,29540,70322,90245,2020-06-18 00:00:00+00:00
1113,1758,5,784,969,2020-06-18 00:00:00+00:00
1114,60,0,60,0,2020-06-18 00:00:00+00:00
1115,171,14,157,0,2020-06-18 00:00:00+00:00
1116,221,14,98,109,2020-06-18 00:00:00+00:00
1117,2383,29,2066,288,2020-06-18 00:00:00+00:00
1118,21,0,21,0,2020-06-18 00:00:00+00:00
1119,502,1,460,41,2020-06-18 00:00:00+00:00
1120,6,0,6,0,2020-06-18 00:00:00+00:00
1121,1,0,1,0,2020-06-18 00:00:00+00:00
1122,42,3,36,3,2020-06-18 00:00:00+00:00
1123,190676,29554,70496,90626,2020-06-19 00:00:00+00:00
1124,1969,5,840,1124,2020-06-19 00:00:00+00:00
1125,60,0,60,0,2020-06-19 00:00:00+00:00
1126,174,14,157,3,2020-06-19 00:00:00+00:00
1127,236,14,98,124,2020-06-19 00:00:00+00:00
1128,2394,29,2066,299,2020-06-19 00:00:00+00:00
1129,21,0,21,0,2020-06-19 00:00:00+00:00
1130,504,1,460,43,2020-06-19 00:00:00+00:00
1131,6,0,6,0,2020-06-19 00:00:00+00:00
1132,1,0,1,0,2020-06-19 00:00:00+00:00
1133,42,3,36,3,2020-06-19 00:00:00+00:00
1134,191112,29568,70641,90903,2020-06-20 00:00:00+00:00
1135,2163,5,890,1268,2020-06-20 00:00:00+00:00
1136,60,0,60,0,2020-06-20 00:00:00+00:00
1137,174,14,157,3,2020-06-20 00:00:00+00:00
1138,236,14,98,124,2020-06-20 00:00:00+00:00
1139,2404,31,2066,307,2020-06-20 00:00:00+00:00
1140,21,0,21,0,2020-06-20 00:00:00+00:00
1141,505,1,460,44,2020-06-20 00:00:00+00:00
1142,6,0,6,0,2020-06-20 00:00:00+00:00
1143,1,0,1,0,2020-06-20 00:00:00+00:00
1144,42,3,36,3,2020-06-20 00:00:00+00:00
1145,191117,29574,70661,90882,2020-06-21 00:00:00+00:00
1146,2441,6,930,1505,2020-06-21 00:00:00+00:00
1147,60,0,60,0,2020-06-21 00:00:00+00:00
1148,174,14,157,3,2020-06-21 00:00:00+00:00
1149,236,14,98,124,2020-06-21 00:00:00+00:00
1150,2404,31,2066,307,2020-06-21 00:00:00+00:00
1151,21,0,21,0,2020-06-21 00:00:00+00:00
1152,506,1,460,45,2020-06-21 00:00:00+00:00
1153,6,0,6,0,2020-06-21 00:00:00+00:00
1154,1,0,1,0,2020-06-21 00:00:00+00:00
1155,42,3,36,3,2020-06-21 00:00:00+00:00
1156,191442,29595,70737,91110,2020-06-22 00:00:00+00:00
1157,2458,8,972,1478,2020-06-22 00:00:00+00:00
1158,60,0,60,0,2020-06-22 00:00:00+00:00
1159,174,14,157,3,2020-06-22 00:00:00+00:00
1160,236,14,98,124,2020-06-22 00:00:00+00:00
1161,2434,31,2188,215,2020-06-22 00:00:00+00:00
1162,21,0,21,0,2020-06-22 00:00:00+00:00
1163,507,1,460,46,2020-06-22 00:00:00+00:00
1164,6,0,6,0,2020-06-22 00:00:00+00:00
1165,1,0,1,0,2020-06-22 00:00:00+00:00
1166,42,3,36,3,2020-06-22 00:00:00+00:00
1167,191730,29652,70952,91126,2020-06-23 00:00:00+00:00
1168,2593,8,1016,1569,2020-06-23 00:00:00+00:00
1169,60,0,60,0,2020-06-23 00:00:00+00:00
1170,174,14,157,3,2020-06-23 00:00:00+00:00
1171,236,14,98,124,2020-06-23 00:00:00+00:00
1172,2434,31,2188,215,2020-06-23 00:00:00+00:00
1173,21,0,21,0,2020-06-23 00:00:00+00:00
1174,507,1,460,46,2020-06-23 00:00:00+00:00
1175,6,0,6,0,2020-06-23 00:00:00+00:00
1176,1,0,1,0,2020-06-23 00:00:00+00:00
1177,42,3,36,3,2020-06-23 00:00:00+00:00
