	Date	bitrate
247	2018-03-05 00:00:00+00:00	-0.0022853368165098144
248	2018-03-06 00:00:00+00:00	-4.948465778784527e-05
249	2018-03-07 00:00:00+00:00	0.00479887305566716
250	2018-03-08 00:00:00+00:00	0.0009001102379491812
251	2018-03-09 00:00:00+00:00	0.0017546875429386862
252	2018-03-10 00:00:00+00:00	-0.0008123463266089519
253	2018-03-11 00:00:00+00:00	-0.005074821515600318
254	2018-03-12 00:00:00+00:00	-0.007549017231267992
255	2018-03-13 00:00:00+00:00	-0.0022485592946189397
256	2018-03-14 00:00:00+00:00	0.0016079452672009683
257	2018-03-15 00:00:00+00:00	0.001969020312110348
258	2018-03-16 00:00:00+00:00	0.0013653803126274996
259	2018-03-17 00:00:00+00:00	-0.00048558684802934475
260	2018-03-18 00:00:00+00:00	-0.008189732723869095
261	2018-03-19 00:00:00+00:00	-0.009404625883831837
262	2018-03-20 00:00:00+00:00	-0.005530435543928116
263	2018-03-21 00:00:00+00:00	-0.004255893694010917
264	2018-03-22 00:00:00+00:00	-0.0066496606621781655
265	2018-03-23 00:00:00+00:00	-0.004485478075080835
266	2018-03-24 00:00:00+00:00	-0.005841600286283809
267	2018-03-25 00:00:00+00:00	-0.011247378322057824
268	2018-03-26 00:00:00+00:00	-0.01264617457534281
269	2018-03-27 00:00:00+00:00	-0.007281890456444942
270	2018-03-28 00:00:00+00:00	-0.0019965317678310814
271	2018-03-29 00:00:00+00:00	-0.0019570140172356057
272	2018-03-30 00:00:00+00:00	-0.0017552696409192867
273	2018-03-31 00:00:00+00:00	-0.008552573977657848
274	2018-04-01 00:00:00+00:00	-0.011237647984524148
275	2018-04-02 00:00:00+00:00	-0.01224882595743845
276	2018-04-03 00:00:00+00:00	-0.009521097717086034
277	2018-04-04 00:00:00+00:00	-0.0010197871902784652
278	2018-04-05 00:00:00+00:00	0.0002220403389656643
279	2018-04-06 00:00:00+00:00	-0.003792161511974497
280	2018-04-07 00:00:00+00:00	-0.006222159596979473
281	2018-04-08 00:00:00+00:00	-0.010597351103469137
282	2018-04-09 00:00:00+00:00	-0.011086691951333362
283	2018-04-10 00:00:00+00:00	-0.004712806184715358
284	2018-04-11 00:00:00+00:00	0.0008068955855622733
285	2018-04-12 00:00:00+00:00	0.008480191111971236
286	2018-04-13 00:00:00+00:00	0.002242441582748613
287	2018-04-14 00:00:00+00:00	-0.004136615883831121
288	2018-04-15 00:00:00+00:00	-0.011745968458654894
289	2018-04-16 00:00:00+00:00	-0.009508018222318703
290	2018-04-17 00:00:00+00:00	-0.005758510487986472
291	2018-04-18 00:00:00+00:00	-0.00497618939569444
292	2018-04-19 00:00:00+00:00	-0.004846789786682604
293	2018-04-20 00:00:00+00:00	-0.0067825849683689045
294	2018-04-21 00:00:00+00:00	-0.007915665624606015
295	2018-04-22 00:00:00+00:00	-0.014379567775029592
296	2018-04-23 00:00:00+00:00	-0.01192039026748453
297	2018-04-24 00:00:00+00:00	-0.006476399530162768
298	2018-04-25 00:00:00+00:00	-0.005342765845848472
299	2018-04-26 00:00:00+00:00	-0.0037940821318086615
300	2018-04-27 00:00:00+00:00	-0.00416086537171406
301	2018-04-28 00:00:00+00:00	-0.006679414810337899
302	2018-04-29 00:00:00+00:00	-0.011975061637946403
303	2018-04-30 00:00:00+00:00	-0.010372033232706721
304	2018-05-01 00:00:00+00:00	-0.005234829742750179
305	2018-05-02 00:00:00+00:00	-0.001907908824868563
306	2018-05-03 00:00:00+00:00	-0.0015478319998081555
307	2018-05-04 00:00:00+00:00	0.0005034225519473527
308	2018-05-05 00:00:00+00:00	-0.0023255627842288483
