	Timestamp	Date	bitrate	IX
4768	1531180800.0	2018-07-10	-0.006197620871982601	lon1
4769	1531267200.0	2018-07-11	-0.005479127427307034	lon1
4770	1531353600.0	2018-07-12	-0.005631672235706584	lon1
4771	1531440000.0	2018-07-13	-0.0049431917838040264	lon1
4772	1531526400.0	2018-07-14	-0.006062497548813985	lon1
4773	1531612800.0	2018-07-15	-0.00793037056785355	lon1
4774	1531699200.0	2018-07-16	-0.007519542990511791	lon1
4775	1531785600.0	2018-07-17	-0.006313378451335742	lon1
4776	1531872000.0	2018-07-18	-0.005024689426593577	lon1
4777	1531958400.0	2018-07-19	-0.0057876596792024995	lon1
4778	1532044800.0	2018-07-20	-0.005916237339578804	lon1
4779	1532131200.0	2018-07-21	-0.006143505817595528	lon1
4780	1532217600.0	2018-07-22	-0.007699309648822704	lon1
4781	1532304000.0	2018-07-23	-0.007200996302401921	lon1
4782	1532390400.0	2018-07-24	-0.006214666363004757	lon1
4783	1532476800.0	2018-07-25	-0.005560949852255228	lon1
4784	1532563200.0	2018-07-26	-0.0060926235987726375	lon1
4785	1532649600.0	2018-07-27	-0.00646237573893989	lon1
4786	1532736000.0	2018-07-28	-0.006729408539038898	lon1
4787	1532822400.0	2018-07-29	-0.007620235601718552	lon1
4788	1532908800.0	2018-07-30	-0.007128051246781513	lon1
4789	1532995200.0	2018-07-31	-0.006091902403626035	lon1
4790	1533081600.0	2018-08-01	-0.005789868596749236	lon1
4791	1533168000.0	2018-08-02	-0.005335888272741524	lon1
4792	1533254400.0	2018-08-03	-0.005495106819089385	lon1
4793	1533340800.0	2018-08-04	-0.006409462019303581	lon1
4794	1533427200.0	2018-08-05	-0.008195294187153314	lon1
4795	1533513600.0	2018-08-06	-0.007730211262236878	lon1
4796	1533600000.0	2018-08-07	-0.006682654972414504	lon1
4797	1533686400.0	2018-08-08	-0.005964900762586065	lon1
4798	1533772800.0	2018-08-09	-0.006025769068194009	lon1
4799	1533859200.0	2018-08-10	-0.005873001017554656	lon1
4800	1533945600.0	2018-08-11	-0.00596224508009777	lon1
4801	1534032000.0	2018-08-12	-0.007496294280578634	lon1
4802	1534118400.0	2018-08-13	-0.006864548119762986	lon1
4803	1534204800.0	2018-08-14	-0.008849742418378203	lon1
4804	1534291200.0	2018-08-15	-0.007532683291917873	lon1
4805	1534377600.0	2018-08-16	-0.005388595871616364	lon1
4806	1534464000.0	2018-08-17	-0.005574478495464739	lon1
4807	1534550400.0	2018-08-18	-0.0062749912069434794	lon1
4808	1534636800.0	2018-08-19	-0.00684624414980252	lon1
4809	1534723200.0	2018-08-20	-0.008296313597878352	lon1
4810	1534809600.0	2018-08-21	-0.0060729805890761025	lon1
4811	1534896000.0	2018-08-22	-0.005829590477380985	lon1
4812	1534982400.0	2018-08-23	-0.006429573830506712	lon1
4813	1535068800.0	2018-08-24	-0.00585005359172712	lon1
4814	1535155200.0	2018-08-25	-0.006577256704207072	lon1
4815	1535241600.0	2018-08-26	-0.006923087574410906	lon1
4816	1535328000.0	2018-08-27	-0.00648112644968273	lon1
4817	1535414400.0	2018-08-28	-0.006078435993448666	lon1
4818	1535500800.0	2018-08-29	-0.005368711314352346	lon1
4819	1535587200.0	2018-08-30	-0.005123059135397551	lon1
4820	1535673600.0	2018-08-31	-0.004785627591094598	lon1
4821	1535760000.0	2018-09-01	-0.00492850499523823	lon1
4822	1535846400.0	2018-09-02	-0.005723415666460167	lon1
4823	1535932800.0	2018-09-03	-0.005917219186334691	lon1
4824	1536019200.0	2018-09-04	-0.005711701285460985	lon1
4825	1536105600.0	2018-09-05	-0.005697223090796373	lon1
4826	1536192000.0	2018-09-06	-0.005706888315475713	lon1
4827	1536278400.0	2018-09-07	-0.005571074875636069	lon1
4828	1536364800.0	2018-09-08	-0.005715584574254162	lon1
4829	1536451200.0	2018-09-09	-0.00586367769762676	lon1
4830	1536537600.0	2018-09-10	-0.006196474896265266	lon1
4831	1536624000.0	2018-09-11	-0.0051052381048561635	lon1
4832	1536710400.0	2018-09-12	-0.004751225837420478	lon1
