,Date,deaths,confirmed,recovered,active,new_confirmed,new_recovered,new_deaths,Unnamed: 0,EVT,JNJ,PFE,FMS,ABT,KMB,MDT,PHG,GE,BDX,CAH,SYK,SIEGY,DUK,NGG,NEE,EDF,CVX,XOM,PTR_x,PTR_y,RDS-A,TOT,BP,SNP_x,MT,PKX,DB,CMC,GS,WFC,CICHY,ACGBY,CRARY,C,DAX,SNP_y,NDAQ,TM,GM,TSLA,DTE,DRI,TEF,T,TMUS,VOD,VZ,SFTBY,AMOV,CHA,AAPL,AMZN,GOOGL,SAP,CSCO,IBM,INTC,EBAY,EA_x,EA_y,QCOM,TXN,SNE,PS3,PS4,Vita,bitrate,Weekly_average_change_views,Weekly_average_views,Users,In-Game,av_conc_viewers,av_conc_channels,time_watched,active_streamers
544,2018-06-29 00:00:00+00:00,,,,,,,,528.0,23.14,122.24,36.45,50.32,61.49,104.47,84.68,42.37,13.83,239.42,49.84,169.74,65.875,79.06,55.62,166.64,13.19,125.74,82.45,76.64,76.64,69.61,61.01,45.77,89.64,29.33,74.19,10.65,21.38,224.4,55.62,18.21,11.56,6.62,68.0,28.69,89.64,91.84,129.39,40.67,353.33,104.03,108.46,8.51,32.25,59.88,24.2,50.73,35.925,16.76,46.82,186.29,1717.0,1132.31,115.02,43.05,140.32,49.53,36.28,141.76,141.76,56.13,109.79,51.37,28700.0,139300.0,2500.0,-0.0012634938453214128,,,15661795.0,4814310.0,,,,
545,2018-06-30 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28300.0,161300.0,3500.0,-0.007019394203107526,,,16083916.0,4984621.0,,,,
546,2018-07-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29800.0,153800.0,3300.0,-0.015897349052702313,5503572.612217367,2916.586206896552,16358317.0,5134961.0,1076453.0,41842.0,774687342.0,2957895.0
547,2018-07-02 00:00:00+00:00,,,,,,,,527.0,22.92,121.34,36.0,49.63,60.63,104.75,84.38,42.24,13.48,237.45,48.9,167.56,65.77,79.21,55.69,167.64,13.1,125.28,81.89,75.3,75.3,68.38,60.65,45.28,88.93,28.52,71.0,10.57,20.85,219.75,55.2,18.1,11.15,6.53,66.21,28.32,88.93,91.29,127.52,39.08,360.07,103.74,106.85,8.42,32.16,59.46,24.14,50.25,35.955,16.55,46.11,183.82,1682.7,1115.35,113.592,42.56,138.28,49.04,35.91,140.49,140.49,55.4,108.94,50.4,26900.0,143300.0,3800.0,-0.015350461283602743,,,15168553.0,4574713.0,,,,
548,2018-07-03 00:00:00+00:00,,,,,,,,526.0,23.17,121.65,36.39,50.42,60.97,105.65,85.28,43.04,13.35,239.61,49.23,169.96,66.43,79.76,56.82,168.99,13.13,125.46,82.58,75.77,75.77,69.24,61.51,46.07,88.95,28.79,71.35,10.79,21.43,224.46,56.43,17.79,11.41,6.61,67.45,28.92,88.95,92.92,128.33,39.71,331.75,104.53,110.0,8.57,32.25,59.68,24.53,50.46,36.8075,16.32,46.24,187.79,1723.96,1149.42,115.95,42.94,140.65,50.58,36.89,143.78,143.78,56.41,110.61,51.0,27300.0,123800.0,3700.0,-0.007897981058921241,,,15183198.0,4532748.0,,,,
549,2018-07-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27200.0,126100.0,3100.0,-0.007946826714564334,,,15347567.0,4648759.0,,,,
550,2018-07-05 00:00:00+00:00,,,,,,,,525.0,23.09,123.6,36.54,48.27,61.19,105.25,85.39,43.11,13.38,241.13,49.86,171.02,67.13,79.96,57.36,168.69,13.23,126.11,82.59,73.48,73.48,69.57,62.92,46.33,87.62,29.37,69.9,11.16,21.25,221.5,55.92,18.51,11.25,6.725,66.44,29.08,87.62,90.32,128.38,39.61,313.76,105.25,109.35,8.97,32.75,59.45,25.01,50.99,36.9925,16.3,46.44,185.26,1705.38,1124.6,115.63,42.56,140.48,49.98,36.8,142.58,142.58,55.7,109.84,48.71,26400.0,124400.0,3300.0,-0.008370432464500612,,,15119432.0,4080787.0,,,,
551,2018-07-06 00:00:00+00:00,,,,,,,,524.0,22.97,125.16,37.0,49.35,61.57,106.88,85.81,43.44,13.37,242.68,50.1,171.88,67.25,80.58,58.24,168.87,13.52,123.52,81.96,71.71,71.71,69.0,62.29,45.64,86.78,29.52,70.18,11.42,21.56,220.54,55.3,17.5,11.08,6.69,66.22,29.15,86.78,90.36,129.43,39.38,304.9545,106.34,110.86,9.04,32.66,60.07,25.34,51.42,37.445,17.55,45.99,185.42,1696.0,1141.77,116.48,42.39,141.53,50.77,37.2,143.06,143.06,57.46,111.56,49.25,28500.0,127600.0,3600.0,-0.008449911826662604,,,15142387.0,4662020.0,,,,
552,2018-07-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32500.0,155800.0,4200.0,-0.010641123053432568,,,15745660.0,4851914.0,,,,
553,2018-07-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000.0,154200.0,4100.0,-0.019951329920310533,5516851.465519102,22391.90322580645,16003752.0,5116726.0,,,,
554,2018-07-09 00:00:00+00:00,,,,,,,,523.0,23.12,126.22,37.27,48.96,62.23,106.28,86.53,43.87,13.94,244.15,50.36,173.43,67.825,81.59,58.78,170.13,13.69,125.0,82.81,73.33,73.33,70.41,63.15,46.07,89.96,30.24,69.3,11.46,22.01,223.36,56.19,17.41,11.5,6.8,67.5,29.37,89.96,90.4,130.23,39.38,311.99,106.95,110.68,9.09,32.24,61.0,25.25,51.03,38.65,17.44,46.46,189.5,1724.05,1160.0,119.45,42.75,142.59,51.64,37.54,145.55,145.55,58.06,113.4,51.42,30300.0,133600.0,3800.0,-0.01905749278202401,,,14953840.0,4567921.0,,,,
555,2018-07-10 00:00:00+00:00,,,,,,,,522.0,23.19,126.37,37.3,48.93,62.56,105.15,87.17,43.87,14.0,245.0,50.54,174.18,68.835,78.42,57.04,164.32,13.71,127.33,83.7,74.68,74.68,71.42,64.09,46.89,90.57,29.94,69.62,11.41,22.32,228.0,57.06,17.81,11.62,6.71,69.23,29.53,90.57,90.78,129.18,39.84,324.56,102.77,110.49,8.96,32.24,61.42,25.13,50.8,39.13,17.68,46.51,190.71,1738.53,1169.99,119.26,42.87,144.51,52.1,37.08,144.41,144.41,58.06,112.63,51.28,30000.0,127700.0,3700.0,-0.010967380900830949,,,14937938.0,4530780.0,,,,
556,2018-07-11 00:00:00+00:00,,,,,,,,521.0,23.18,127.41,37.25,48.26,62.56,104.84,86.79,43.19,14.0565,243.28,49.5,173.52,67.94,79.71,56.59,167.7,13.72,126.23,83.03,73.62,73.62,70.22,62.88,45.7,89.58,29.04,69.18,11.27,21.84,225.76,56.4,17.46,11.55,6.63,67.97,29.21,89.58,90.31,128.68,39.5,315.8,104.42,109.45,9.01,32.28,60.29,24.64,51.22,39.38,17.61,45.34,188.5,1737.99,1155.62,117.62,42.56,144.0,51.69,36.93,143.04,143.04,57.43,113.29,51.67,28400.0,124000.0,2900.0,-0.00784059621999193,,,14475209.0,4399643.0,,,,
557,2018-07-12 00:00:00+00:00,,,,,,,,520.0,23.37,127.71,37.41,49.11,62.5,105.44,87.49,43.17,14.05,245.48,50.27,174.28,67.565,80.41,57.43,168.49,13.74,124.44,83.01,73.29,73.29,69.64,62.11,45.3,89.04,29.46,70.2,11.12,21.93,227.64,56.46,17.44,11.7,6.56,68.36,28.99,89.04,91.94,129.06,39.6,321.43,105.83,111.25,8.89,32.06,60.28,24.35,51.5,41.955,17.6967,45.45,189.53,1764.51,1174.86,118.11,42.76,145.85,52.05,37.46,146.93,146.93,57.85,113.24,52.03,28700.0,134200.0,3300.0,-0.0075479700281961765,,,14350718.0,4272225.0,,,,
558,2018-07-13 00:00:00+00:00,,,,,,,,519.0,23.15,125.32,37.5,49.08,62.75,104.93,87.89,43.52,13.97,247.71,49.96,174.52,67.99,80.67,57.25,168.67,13.55,124.2,82.68,73.15,73.15,69.49,62.05,44.87,90.05,29.61,69.71,11.23,21.85,226.63,54.74,17.33,11.61,6.595,67.99,29.09,90.05,93.23,129.12,39.11,315.58,105.98,111.11,8.85,31.88,61.24,24.18,51.1,43.105,17.3,45.47,191.08,1803.93,1202.8,119.48,43.52,146.45,52.4,37.55,148.7,148.7,58.25,115.53,53.05,26500.0,133000.0,3400.0,-0.004552285153292522,,,14745492.0,4515857.0,,,,
559,2018-07-14 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32600.0,146600.0,4300.0,-0.011777750663964548,,,15134756.0,4649122.0,,,,
560,2018-07-15 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31400.0,146100.0,3400.0,-0.020768077339289214,5425739.301246425,28383.580645161288,15307449.0,4782499.0,,,,
561,2018-07-16 00:00:00+00:00,,,,,,,,518.0,23.17,126.0,37.48,49.72,62.95,105.68,88.2,43.67,13.89,246.56,50.99,174.18,68.5,80.69,56.44,169.52,13.52,123.01,82.52,71.84,71.84,69.0,62.05,44.45,89.28,29.59,69.81,11.95,22.03,227.2,55.74,17.7,11.51,6.7,67.36,29.31,89.28,93.16,129.71,39.31,311.71,106.01,110.74,8.83,31.71,61.51,24.08,51.36,43.09,17.58,45.56,191.52,1821.95,1203.81,120.07,42.05,145.67,52.15,37.66,148.95,148.95,58.42,114.91,53.35,29100.0,138100.0,3300.0,-0.018463106274781496,,,14518098.0,4310099.0,,,,
562,2018-07-17 00:00:00+00:00,,,,,,,,517.0,23.22,128.53,37.46,50.0,61.84,105.42,87.87,43.38,13.85,245.35,50.74,173.66,67.99,80.94,55.73,169.69,13.55,122.36,82.26,70.89,70.89,68.37,61.3,44.01,89.01,29.79,70.25,11.84,21.76,231.48,56.95,17.35,11.39,6.64,69.5,29.37,89.01,93.55,130.79,39.5,308.81,106.55,111.33,8.68,31.87,61.44,23.89,51.54,42.8125,17.45,45.9,189.75,1811.56,1182.74,119.72,42.21,144.75,51.05,37.43,145.6,145.6,57.92,113.67,53.28,30300.0,132600.0,2900.0,-0.01007112785853397,,,14513249.0,4331723.0,,,,
563,2018-07-18 00:00:00+00:00,,,,,,,,516.0,23.35,128.81,37.59,49.62,64.31,105.89,88.29,43.5,13.74,247.75,49.94,176.09,68.46,80.74,55.49,170.09,13.41,121.24,81.8,70.55,70.55,68.17,61.12,43.94,89.55,30.71,71.0,11.98,21.85,232.34,56.26,17.52,11.51,6.61,69.22,29.58,89.55,94.52,132.61,40.06,325.0,106.12,111.08,8.76,31.82,61.42,23.771,51.41,42.635,17.16,45.75,191.78,1848.0,1208.53,121.65,42.24,143.51,51.87,37.78,149.06,149.06,59.0,115.5,53.18,27700.0,130800.0,2800.0,-0.00908713584205869,,,14411005.0,4299283.0,,,,
564,2018-07-19 00:00:00+00:00,,,,,,,,515.0,23.37,127.53,37.45,49.56,64.68,103.0,87.9,42.97,13.72,246.05,49.4,173.22,68.355,80.63,55.04,169.99,13.35,121.1,82.2,70.1,70.1,69.06,61.38,44.29,89.76,30.17,68.25,12.02,22.26,231.11,56.26,17.3,11.25,6.59,69.5,29.48,89.76,95.14,131.72,39.58,316.33,106.22,111.03,8.58,31.73,60.26,23.33,51.1,42.73,17.45,45.37,189.69,1829.46,1206.65,118.08,42.8,147.85,51.6,35.17,148.12,148.12,58.71,115.53,52.73,28300.0,139700.0,2500.0,-0.008751064461618793,,,14365854.0,4246805.0,,,,
565,2018-07-20 00:00:00+00:00,,,,,,,,514.0,23.52,125.3,37.2,49.36,63.61,103.46,87.78,42.71,13.72,246.01,48.66,172.42,67.77,81.06,55.87,169.9,13.44,121.25,81.72,71.61,71.61,69.3,60.98,44.44,90.74,28.91,68.02,11.88,22.01,229.01,56.07,17.46,11.41,6.58,68.79,29.21,90.74,94.73,132.1,39.07,321.23,106.95,111.43,8.695,31.33,59.41,23.23,50.53,43.37,16.88,45.74,191.78,1825.01,1199.24,117.05,42.26,148.58,51.83,34.42,148.19,148.19,58.98,114.97,52.79,29300.0,134700.0,3000.0,-0.008715645249126984,,,14691925.0,4499015.0,,,,
566,2018-07-21 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33500.0,157800.0,2900.0,-0.010620508907222551,,,15289839.0,4816224.0,,,,
567,2018-07-22 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34300.0,161100.0,3200.0,-0.017734670580897796,6183809.398737251,28872.3,15506011.0,4872199.0,,,,
568,2018-07-23 00:00:00+00:00,,,,,,,,513.0,23.38,125.75,37.34,49.13,63.26,104.8,87.59,42.26,13.02,246.46,48.8,173.81,68.335,81.23,55.9,170.37,13.59,122.35,81.95,71.93,71.93,69.84,61.56,44.68,91.65,29.49,69.02,12.1,21.87,231.8,56.39,17.53,11.65,6.67,69.16,29.27,91.65,94.8,131.44,39.2,301.84,106.86,110.73,8.64,31.14,59.13,23.59,50.69,43.1925,16.48,45.14,190.68,1812.21,1195.66,117.14,41.92,146.35,51.77,34.06,146.51,146.51,58.4,114.35,53.05,29200.0,140100.0,2900.0,-0.016211073571760153,,,14483116.0,4303722.0,,,,
569,2018-07-24 00:00:00+00:00,,,,,,,,512.0,23.41,127.24,37.37,49.75,63.55,103.23,88.82,43.0,12.92,248.56,49.45,175.4,69.31,80.1,54.78,167.82,13.57,121.87,81.52,72.02,72.02,69.83,61.78,44.6,93.56,31.26,71.75,12.2,22.85,234.75,58.0,18.0,12.02,6.74,70.4,29.65,93.56,95.66,132.77,39.87,304.4209,105.71,110.92,8.7,31.25,58.48,23.6,51.25,43.17,16.62,44.95,192.45,1829.01,1271.0,118.6,42.22,146.7,52.76,34.02,147.5,147.5,59.35,115.06,52.79,28900.0,150600.0,2600.0,-0.009483980235386241,,,14482867.0,4361882.0,,,,
570,2018-07-25 00:00:00+00:00,,,,,,,,511.0,23.37,129.14,37.67,49.41,64.16,106.07,88.65,43.17,13.13,246.66,49.35,168.5,69.32,79.79,54.1,169.02,13.6,123.62,83.01,73.07,73.07,69.5,61.53,44.5,93.64,30.71,72.16,12.08,22.4,235.01,58.1,18.17,12.1,6.71,70.82,29.44,93.64,94.0,131.58,37.45,296.74,107.99,108.0,8.69,31.1,58.78,23.41,51.69,43.02,17.1,45.49,193.0602,1829.3,1252.62,118.11,42.36,146.01,52.21,33.42,144.91,144.91,58.55,113.4,53.29,27000.0,132400.0,3700.0,-0.006422687176063582,,,14071190.0,4267291.0,,,,
571,2018-07-26 00:00:00+00:00,,,,,,,,510.0,23.38,129.9,38.04,50.1,65.36,106.73,89.95,44.15,13.1,251.6,49.42,170.24,70.03,80.45,54.75,168.39,13.82,124.7,83.83,73.97,73.97,67.29,62.24,44.15,94.08,30.76,72.69,12.3,22.31,237.0,58.47,18.46,12.16,6.75,71.75,29.88,94.08,94.07,133.19,37.07,304.85,109.02,106.96,8.99,30.36,59.1,23.55,51.13,41.45,16.9873,45.34,194.61,1839.0,1267.18,119.57,43.58,147.43,52.45,33.81,148.0,148.0,63.05,113.95,53.58,28800.0,126400.0,2800.0,-0.00916104190706471,,,14092209.0,4303836.0,,,,
572,2018-07-27 00:00:00+00:00,,,,,,,,509.0,23.59,129.98,38.1,50.6,65.51,107.57,89.29,44.67,13.12,251.08,49.31,171.46,70.375,81.0,54.74,167.86,13.88,122.79,80.97,74.86,74.86,68.2,63.78,44.59,95.82,31.28,73.61,12.35,22.42,237.96,58.38,18.1,12.12,6.814,71.36,30.0,95.82,94.34,134.39,36.83,307.25,108.82,107.97,8.97,30.45,59.47,23.87,51.48,42.07,16.79,45.43,194.99,1876.05,1289.12,120.94,43.26,146.89,48.76,34.63,134.94,134.94,63.22,113.3,53.72,28200.0,135300.0,2600.0,-0.010072915733053462,,,14260709.0,4415843.0,,,,
573,2018-07-28 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30100.0,151600.0,4300.0,-0.011967357474852246,,,14783885.0,4656935.0,,,,
574,2018-07-29 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33400.0,163900.0,3400.0,-0.019419120555788386,6077383.069015756,8020.548387096775,15137636.0,4727089.0,,,,
575,2018-07-30 00:00:00+00:00,,,,,,,,508.0,23.59,131.78,38.36,50.16,64.97,107.39,88.71,44.19,13.04,249.83,49.36,168.74,70.41,80.85,53.73,166.72,13.92,126.76,82.13,75.96,75.96,68.51,64.89,44.91,96.33,31.61,73.16,12.71,22.33,238.0,58.83,18.12,12.13,6.87,71.86,29.95,96.33,95.76,134.83,37.66,295.9,108.5,106.76,9.05,31.56,59.5,23.98,52.27,41.85,17.04,46.64,191.9,1827.33,1245.05,119.02,42.46,144.8,47.63,33.72,133.45,133.45,62.65,111.99,53.23,28700.0,137800.0,2700.0,-0.016149676585869452,,,14381308.0,4372498.0,,,,
576,2018-07-31 00:00:00+00:00,,,,,,,,507.0,23.55,132.28,38.21,48.85,65.37,108.12,89.36,44.02,13.19,248.23,50.22,165.84,70.6,81.2,54.16,167.06,13.95,128.0,81.64,76.22,76.22,69.2,65.51,45.1,96.13,32.36,73.8,13.17,22.55,239.5,58.61,18.17,12.13,7.01,72.2,29.92,96.13,93.07,131.98,37.79,292.25,108.32,104.8,9.07,32.14,59.87,24.67,52.6,41.8975,17.022000000000002,47.02,190.3,1786.49,1231.71,116.89,42.24,145.74,48.24,33.77,127.45,127.45,63.83,111.99,54.62,30700.0,138700.0,3000.0,-0.009078770955044044,,,14267029.0,4285711.0,,,,
577,2018-08-01 00:00:00+00:00,,,,,,,,506.0,23.61,132.39,39.63,49.55,65.35,113.44,89.96,43.9,13.55,250.05,49.96,163.38,70.39,81.14,52.87,167.07,14.01,125.31,80.89,74.36,74.36,67.78,65.01,44.6,95.88,32.57,73.85,12.95,22.24,238.5,57.96,17.68,12.11,6.97,72.5,29.78,95.88,91.61,132.5,37.89,297.99,107.76,105.88,8.99,32.2,59.95,24.55,52.02,41.94,16.85,46.85,199.13,1784.0,1239.11,116.327,41.99,144.76,48.055,33.35,130.25,130.25,63.55,111.16,54.83,28800.0,137800.0,3500.0,-0.006695320100901057,,,14057633.0,4217689.0,1150353.0,44340.0,854137103.0,3712170.0
578,2018-08-02 00:00:00+00:00,,,,,,,,505.0,23.67,132.89,39.62,49.27,64.5,112.43,89.79,43.66,13.17,245.92,49.83,164.56,66.1,80.63,52.88,168.52,13.99,124.44,79.89,72.22,72.22,66.1,63.77,43.51,93.36,31.73,71.41,12.47,21.57,233.93,57.08,17.5,11.94,6.885,71.34,29.11,93.36,90.9,130.55,37.0,328.44,107.77,106.97,8.86,31.85,61.11,24.03,51.74,41.125,16.71,46.27,200.58,1788.77,1218.5,114.88,41.39,142.86,48.5,33.0,126.77,126.77,63.96,110.15,54.54,26700.0,137200.0,3100.0,-0.006795300702213396,,,13821118.0,4196026.0,,,,
579,2018-08-03 00:00:00+00:00,,,,,,,,504.0,23.72,131.18,39.62,49.56,64.77,115.5,89.8,43.59,13.15,246.63,50.0,167.02,64.89,80.52,52.82,169.31,14.05,124.15,79.97,73.05,73.05,65.82,63.21,43.7,94.5,31.73,71.38,12.47,21.57,234.44,58.06,17.7,11.98,7.09,71.64,29.22,94.5,91.75,130.4,36.65,347.81,108.71,108.89,8.84,31.9,62.16,24.16,52.0,41.11,16.48,46.1,207.03,1837.74,1245.18,115.49,42.71,143.24,49.5,33.37,131.01,131.01,64.74,112.33,54.92,28300.0,143500.0,3000.0,-0.008153091482936962,,,14217001.0,4385471.0,,,,
580,2018-08-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31900.0,164200.0,3400.0,-0.01136103296734776,,,14808985.0,4694352.0,,,,
581,2018-08-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000.0,155900.0,3300.0,-0.020010218186747628,6256020.6180866575,4864.233333333334,15096134.0,4747516.0,,,,
582,2018-08-06 00:00:00+00:00,,,,,,,,503.0,23.94,131.64,40.36,49.63,65.09,116.07,90.35,43.78,13.12,247.22,49.24,165.21,64.314,81.57,52.82,170.66,14.13,124.42,80.25,72.51,72.51,66.2,63.19,43.83,93.79,31.32,72.4,12.42,21.14,234.14,58.58,17.81,12.04,7.064,72.16,29.01,93.79,91.4,128.46,37.57,345.46,110.12,109.18,8.81,32.21,61.59,24.33,52.13,43.4275,16.9,46.22,208.0,1825.81,1241.61,115.0,42.73,146.95,48.77,33.66,130.02,130.02,65.86,112.28,54.77,29100.0,140700.0,3300.0,-0.018353186212638758,,,14175305.0,4260760.0,,,,
583,2018-08-07 00:00:00+00:00,,,,,,,,502.0,24.01,131.88,40.85,49.81,65.18,116.01,90.64,44.37,13.12,248.23,49.89,166.13,65.26,81.12,53.3,170.98,14.23,125.54,80.91,75.32,75.32,67.52,64.92,45.03,96.72,32.42,73.7,12.69,21.89,237.25,58.94,17.93,12.13,7.225,72.57,29.44,96.72,92.33,128.76,37.7,343.84,110.57,111.21,8.95,32.09,66.31,24.52,52.48,45.1075,17.0,46.04,209.32,1854.53,1252.01,115.98,43.3,146.65,49.43,34.11,130.16,130.16,65.93,113.77,55.3,29200.0,150500.0,3400.0,-0.01035719060404805,,,14101179.0,4196689.0,,,,
584,2018-08-08 00:00:00+00:00,,,,,,,,501.0,24.18,131.49,40.71,48.88,64.74,113.67,90.81,44.21,13.19,248.98,51.14,165.5,65.11,80.62,52.72,170.1,14.28,124.52,81.02,76.55,76.55,67.41,64.7,44.86,96.26,32.14,73.94,12.56,21.81,238.12,58.76,17.73,11.94,7.16,72.14,29.28,96.26,93.47,127.75,37.61,369.09,110.07,109.97,8.83,32.48,65.31,24.44,52.55,47.38,17.42,45.92,206.05,1861.0,1256.72,116.02,43.64,147.33,49.6,33.78,128.13,128.13,65.21,115.66,54.94,26800.0,133500.0,3500.0,-0.00762883935900582,,,14159114.0,4084732.0,,,,
585,2018-08-09 00:00:00+00:00,,,,,,,,500.0,24.23,131.54,41.3,48.91,64.79,111.95,90.81,44.18,13.01,252.66,48.82,166.59,64.94,80.46,52.78,170.17,14.35,123.96,80.73,76.81,76.81,66.15,64.13,43.97,96.42,31.89,73.08,12.45,21.6,236.35,58.65,17.82,12.04,7.13,72.44,29.24,96.42,93.0,126.5,37.67,365.55,110.3,109.85,8.83,32.4,65.52,24.2,52.66,47.25,17.45,45.94,207.28,1882.0,1262.73,116.29,43.89,145.53,49.86,33.86,128.5,128.5,65.1,116.0,55.43,26700.0,130500.0,3400.0,-0.007340221335205291,,,14217302.0,4197855.0,,,,
586,2018-08-10 00:00:00+00:00,,,,,,,,499.0,24.22,131.19,40.81,47.78,64.44,110.84,90.87,43.27,12.91,250.53,49.39,166.42,63.125,80.98,52.53,171.47,14.12,122.17,79.51,75.7,75.7,64.65,62.01,42.71,94.14,30.18,71.37,11.59,20.93,230.97,57.38,17.91,11.89,6.845,70.63,28.47,94.14,92.21,125.05,37.32,354.0,110.98,108.46,8.58,32.39,64.64,23.59,52.93,45.592,16.51,45.77,207.36,1888.51,1259.18,112.26,43.69,144.5,48.51,33.55,128.2,128.2,64.65,111.74,54.45,29800.0,138100.0,4100.0,-0.007207752235013265,,,14171188.0,3951624.0,,,,
587,2018-08-11 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31500.0,164200.0,3700.0,-0.00826039487399447,,,14989418.0,4713925.0,,,,
588,2018-08-12 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32700.0,159800.0,4300.0,-0.016360945930717047,5771601.837002266,4624.333333333333,15337756.0,4417847.0,,,,
589,2018-08-13 00:00:00+00:00,,,,,,,,498.0,24.18,130.72,40.95,48.09,64.02,110.53,90.5,42.88,12.72,249.52,48.35,166.05,63.23,80.92,52.81,171.15,13.79,123.31,79.45,74.11,74.11,64.66,62.12,42.85,93.24,30.1,70.69,11.49,21.83,229.49,57.66,17.47,11.63,6.79,70.2,28.18,93.24,92.24,124.06,36.59,361.13,110.51,109.54,8.56,32.26,64.94,23.48,52.74,45.905,16.55,45.0,207.7,1898.5,1251.2,114.47,44.08,144.15,48.92,34.11,131.41,131.41,65.15,110.56,54.04,29500.0,137900.0,3700.0,-0.013666676732295872,,,14331523.0,4384901.0,,,,
590,2018-08-14 00:00:00+00:00,,,,,,,,497.0,24.24,129.67,40.84,48.32,63.45,111.11,90.7,43.02,12.48,248.29,49.08,166.09,62.8,80.97,52.95,171.46,13.4,122.92,78.99,74.92,74.92,64.28,61.44,42.98,94.22,29.69,70.68,11.46,22.19,227.35,57.67,17.47,11.96,6.68,69.3,28.05,94.22,92.22,123.92,36.25,358.45,110.7,109.97,8.52,32.24,65.78,23.27,52.31,46.88,16.56,44.69,210.155,1919.39,1252.5,114.52,43.84,143.0,48.67,33.91,131.0,131.0,65.09,110.67,54.36,27200.0,130300.0,3900.0,-0.012698772847544473,,,14494444.0,3921993.0,,,,
591,2018-08-15 00:00:00+00:00,,,,,,,,496.0,24.1,129.75,40.8,47.86,63.45,110.77,90.91,42.08,12.27,249.82,49.8,165.83,62.11,81.44,52.16,172.3,13.45,121.7,77.78,72.92,72.92,62.86,59.99,42.09,92.07,28.59,69.58,11.11,21.11,229.35,57.68,17.25,11.58,6.595,69.23,27.61,92.07,92.07,122.56,35.82,341.9059,111.01,110.58,8.36,32.28,65.52,22.67,52.73,45.33,16.4,44.41,209.22,1909.55,1244.28,112.88,43.66,142.55,47.78,34.05,129.82,129.82,65.14,109.24,53.72,28300.0,131800.0,4300.0,-0.013754651966035154,,,14241923.0,4132304.0,,,,
592,2018-08-16 00:00:00+00:00,,,,,,,,495.0,24.18,131.02,41.23,48.18,63.79,117.25,91.27,42.44,12.26,251.88,50.48,168.0,62.55,80.91,52.89,172.57,13.62,117.7,77.28,72.95,72.95,63.2,59.57,42.02,92.26,28.59,69.26,11.24,21.04,230.67,58.14,17.0,11.51,6.73,69.16,27.67,92.26,92.99,122.0,36.18,339.91,112.1,112.83,8.44,32.53,65.68,22.7,53.25,45.12,16.54,44.9,211.75,1903.94,1241.99,115.54,45.77,144.37,47.75,34.06,129.97,129.97,65.86,110.12,53.86,27400.0,123600.0,4200.0,-0.00963515011919834,,,13940623.0,2492645.0,,,,
