,Date,CVX,XOM,PTR,TKA,ARRD,TOM,GM,HYU,AAPL,AMZN,GOOGL
263,2019-07-10 00:00:00+00:00,124.11,76.8,54.7,,,,38.35,,201.85,1996.51,1132.32
264,2019-07-09 00:00:00+00:00,123.9,76.45,54.31,,,,37.97,,199.2,1947.8,1110.32
265,2019-07-08 00:00:00+00:00,123.66,76.14,54.16,,,,38.41,,200.81,1934.12,1125.87
266,2019-07-05 00:00:00+00:00,123.14,76.19,54.53,,,,38.0,,203.35,1928.6,1119.37
267,2019-07-03 00:00:00+00:00,122.93,75.82,54.94,,,,38.5,,203.28,1935.89,1118.5
268,2019-07-02 00:00:00+00:00,124.55,76.14,55.69,,,,38.73,,201.41,1919.38,1104.83
269,2019-07-01 00:00:00+00:00,125.36,77.13,56.0,,,,38.93,,203.17,1922.98,1101.04
270,2019-06-28 00:00:00+00:00,123.41,76.19,55.44,,,,38.33,,198.68,1909.1,1077.23
271,2019-06-27 00:00:00+00:00,123.92,76.59,55.81,,,,38.6,,200.29,1902.0,1086.75
272,2019-06-26 00:00:00+00:00,124.57,76.68,55.61,,,,37.82,,197.77,1892.48,1091.0
273,2019-06-25 00:00:00+00:00,124.84,77.08,55.32,,,,37.06,,198.43,1911.84,1115.08
274,2019-06-24 00:00:00+00:00,124.54,77.53,56.07,,,,36.83,,198.54,1912.66,1120.0
275,2019-06-21 00:00:00+00:00,124.8,77.14,56.43,,,,36.96,,198.8,1916.1,1109.86
276,2019-06-20 00:00:00+00:00,124.31,76.24,55.89,,,,37.15,,200.37,1933.33,1121.7
277,2019-06-19 00:00:00+00:00,122.51,75.4,55.22,,,,37.0,,199.68,1907.84,1107.24
278,2019-06-18 00:00:00+00:00,121.95,75.42,55.11,,,,36.38,,196.05,1901.35,1111.5
279,2019-06-17 00:00:00+00:00,120.72,74.16,54.36,,,,35.56,,192.9,1876.5,1089.1
280,2019-06-14 00:00:00+00:00,121.0,74.68,54.77,,,,35.88,,191.545,1864.0,1089.74
281,2019-06-13 00:00:00+00:00,121.24,74.7,54.72,,,,35.63,,194.7,1866.72,1084.71
282,2019-06-12 00:00:00+00:00,120.38,74.48,54.8,,,,36.26,,193.95,1853.98,1079.95
283,2019-06-11 00:00:00+00:00,123.37,75.51,55.86,,,,36.36,,194.86,1883.25,1096.99
284,2019-06-10 00:00:00+00:00,122.2,75.19,55.52,,,,36.13,,191.81,1822.0,1077.0
285,2019-06-07 00:00:00+00:00,120.74,74.51,55.28,,,,35.31,,186.51,1763.7,1054.28
286,2019-06-06 00:00:00+00:00,118.21,73.71,54.47,,,,35.09,,183.08,1737.71,1046.21
287,2019-06-05 00:00:00+00:00,117.87,73.64,55.41,,,,36.04,,184.28,1749.6,1055.0
288,2019-06-04 00:00:00+00:00,116.6,72.45,55.74,,,,34.38,,175.44,1699.24,1044.49
289,2019-06-03 00:00:00+00:00,114.7,71.09,56.26,,,,33.35,,175.6,1760.01,1066.93
290,2019-05-31 00:00:00+00:00,114.22,71.19,55.43,,,,33.3,,176.23,1790.01,1105.64
291,2019-05-30 00:00:00+00:00,116.54,72.02,56.75,,,,34.76,,177.95,1825.49,1120.15
292,2019-05-29 00:00:00+00:00,117.04,71.89,56.38,,,,34.67,,176.42,1823.12,1132.7
293,2019-05-28 00:00:00+00:00,118.88,74.24,57.45,,,,35.2,,178.92,1832.75,1141.48
294,2019-05-24 00:00:00+00:00,118.3,74.14,57.62,,,,35.4,,180.2,1835.89,1152.0
295,2019-05-23 00:00:00+00:00,118.81,74.77,57.58,,,,35.15,,179.8,1836.59,1146.07
296,2019-05-22 00:00:00+00:00,120.9,76.02,58.26,,,,37.0,,184.66,1851.78,1151.25
297,2019-05-21 00:00:00+00:00,121.03,76.27,58.48,,,,37.0,,185.22,1874.79,1154.48
298,2019-05-20 00:00:00+00:00,120.71,76.05,58.57,,,,36.66,,183.52,1852.69,1153.0
299,2019-05-17 00:00:00+00:00,120.06,75.65,58.18,,,,37.01,,186.93,1893.05,1175.83
300,2019-05-16 00:00:00+00:00,120.99,76.4,58.65,,,,37.3,,189.91,1885.94,1171.84
301,2019-05-15 00:00:00+00:00,121.2,75.57,58.5,,,,36.63,,186.27,1827.95,1122.55
302,2019-05-14 00:00:00+00:00,120.67,76.13,58.19,,,,36.81,,186.41,1839.5,1142.32
303,2019-05-13 00:00:00+00:00,121.91,75.65,58.28,,,,36.85,,187.71,1836.56,1145.24
304,2019-05-10 00:00:00+00:00,121.17,76.18,59.2,,,,37.5,,197.419,1898.0,1168.84
305,2019-05-09 00:00:00+00:00,121.12,76.35,59.2,,,,37.59,,200.4,1900.0,1162.6
306,2019-05-08 00:00:00+00:00,118.37,76.54,60.21,,,,38.42,,201.9,1918.87,1177.29
307,2019-05-07 00:00:00+00:00,117.3,76.5,60.6,,,,38.86,,205.88,1939.99,1185.81
308,2019-05-06 00:00:00+00:00,117.5,76.92,61.02,,,,37.5,,204.29,1917.98,1172.0
309,2019-05-03 00:00:00+00:00,117.69,77.79,62.52,,,,38.54,,210.89,1949.0,1177.41
310,2019-05-02 00:00:00+00:00,117.28,78.28,62.55,,,,38.46,,209.84,1913.33,1172.6
311,2019-05-01 00:00:00+00:00,119.8,79.94,63.34,,,,39.0,,209.88,1933.09,1197.5
312,2019-04-30 00:00:00+00:00,121.1,80.37,63.39,,,,38.92,,203.06,1930.1,1190.63
313,2019-04-29 00:00:00+00:00,117.01,80.12,63.6,,,,39.75,,204.4,1949.0,1280.51
314,2019-04-26 00:00:00+00:00,118.4,80.27,64.35,,,,40.05,,204.9,1929.0,1273.38
315,2019-04-25 00:00:00+00:00,118.05,81.65,64.25,,,,39.52,,206.83,1917.0,1270.3
316,2019-04-24 00:00:00+00:00,121.35,83.01,65.19,,,,39.51,,207.36,1925.0,1270.59
317,2019-04-23 00:00:00+00:00,121.73,83.19,65.39,,,,39.4,,204.43,1891.2,1256.64
318,2019-04-22 00:00:00+00:00,120.78,81.87,64.7,,,,40.0,,202.83,1855.4,1236.67
319,2019-04-18 00:00:00+00:00,120.52,81.56,64.22,,,,40.0,,203.12,1868.79,1245.0
320,2019-04-17 00:00:00+00:00,122.2,81.55,64.75,,,,40.1,,199.54,1872.99,1237.0
321,2019-04-16 00:00:00+00:00,120.43,80.81,64.61,,,,39.56,,199.46,1851.35,1230.0
322,2019-04-15 00:00:00+00:00,120.02,80.89,64.71,,,,39.9,,198.58,1842.0,1224.09
323,2019-04-12 00:00:00+00:00,121.58,82.81,65.99,,,,39.6,,199.2,1848.4,1215.62
324,2019-04-11 00:00:00+00:00,125.34,81.54,66.0,,,,39.38,,200.85,1848.7,1208.9
325,2019-04-10 00:00:00+00:00,126.14,81.92,67.0,,,,38.89,,198.68,1841.0,1205.09
326,2019-04-09 00:00:00+00:00,126.29,82.52,67.53,,,,38.85,,200.32,1845.49,1201.89
327,2019-04-08 00:00:00+00:00,126.77,82.67,67.42,,,,38.77,,196.42,1833.23,1211.11
328,2019-04-05 00:00:00+00:00,125.25,82.15,66.84,,,,38.85,,196.45,1829.0,1219.3
329,2019-04-04 00:00:00+00:00,124.01,81.12,66.4,,,,38.4,,194.79,1820.65,1211.29
330,2019-04-03 00:00:00+00:00,125.22,81.77,66.43,,,,38.25,,193.25,1826.72,1212.7
331,2019-04-02 00:00:00+00:00,125.2,81.75,66.04,,,,37.83,,191.09,1811.02,1200.05
332,2019-04-01 00:00:00+00:00,123.87,81.23,65.78,,,,37.4,,191.64,1800.11,1187.54
333,2019-03-29 00:00:00+00:00,124.28,81.33,65.41,,,,37.31,,189.83,1786.58,1180.18
334,2019-03-28 00:00:00+00:00,122.6,80.03,65.07,,,,36.7,,188.95,1770.0,1175.5
335,2019-03-27 00:00:00+00:00,123.98,80.97,65.09,,,,36.92,,188.75,1784.13,1191.92
336,2019-03-26 00:00:00+00:00,123.77,80.33,64.97,,,,36.93,,191.664,1793.0,1205.19
337,2019-03-25 00:00:00+00:00,122.93,80.0,64.97,,,,36.48,,191.51,1757.79,1199.56
338,2019-03-22 00:00:00+00:00,124.85,81.23,67.09,,,,37.09,,195.34,1810.17,1228.85
339,2019-03-21 00:00:00+00:00,124.87,80.81,68.12,,,,37.0,,190.02,1796.26,1220.0
340,2019-03-20 00:00:00+00:00,125.04,80.75,67.99,,,,37.74,,186.23,1769.94,1201.4
341,2019-03-19 00:00:00+00:00,126.56,81.58,68.08,,,,38.31,,188.35,1753.51,1191.72
342,2019-03-18 00:00:00+00:00,125.21,80.44,66.62,,,,38.18,,185.8,1712.7,1189.69
343,2019-03-15 00:00:00+00:00,124.59,80.18,65.22,,,,38.04,,184.85,1703.0,1198.0
344,2019-03-14 00:00:00+00:00,124.76,80.8,65.09,,,,38.76,,183.9,1691.2,1199.02
345,2019-03-13 00:00:00+00:00,124.6,80.59,64.98,,,,38.74,,182.25,1683.0,1205.93
346,2019-03-12 00:00:00+00:00,123.84,80.11,65.31,,,,38.7,,180.0,1669.0,1182.3
347,2019-03-11 00:00:00+00:00,122.87,79.98,64.34,,,,38.08,,175.49,1626.12,1152.0
348,2019-03-08 00:00:00+00:00,120.1,78.89,63.74,,,,37.63,,170.32,1604.01,1133.9
349,2019-03-07 00:00:00+00:00,123.42,79.55,65.47,,,,38.1,,173.87,1667.37,1160.5
350,2019-03-06 00:00:00+00:00,123.17,78.85,66.24,,,,39.24,,174.67,1695.97,1171.76
351,2019-03-05 00:00:00+00:00,121.87,80.12,65.89,,,,39.28,,175.94,1702.95,1156.0
352,2019-03-04 00:00:00+00:00,122.67,80.24,66.33,,,,39.7,,175.69,1685.0,1154.56
353,2019-03-01 00:00:00+00:00,120.39,79.38,66.33,,,,39.85,,174.28,1655.13,1131.0
354,2019-02-28 00:00:00+00:00,120.0,79.45,66.5,,,,39.82,,174.32,1635.25,1119.0
355,2019-02-27 00:00:00+00:00,120.29,78.88,67.29,,,,40.09,,173.21,1628.18,1114.01
356,2019-02-26 00:00:00+00:00,119.81,78.68,66.9,,,,39.91,,173.71,1625.98,1114.37
357,2019-02-25 00:00:00+00:00,119.41,78.43,67.42,,,,40.25,,174.16,1641.45,1121.93
358,2019-02-22 00:00:00+00:00,120.28,78.71,67.63,,,,39.84,,171.58,1623.5,1109.7
359,2019-02-21 00:00:00+00:00,120.07,78.21,67.54,,,,40.0,,171.8,1619.85,1118.78
360,2019-02-20 00:00:00+00:00,119.31,78.3,67.42,,,,39.64,,171.19,1630.0,1128.88
361,2019-02-19 00:00:00+00:00,118.9,77.56,65.54,,,,38.98,,169.71,1601.0,1116.64
362,2019-02-15 00:00:00+00:00,119.62,76.94,63.94,,,,39.06,,171.25,1627.86,1139.3
363,2019-02-14 00:00:00+00:00,118.37,76.26,63.53,,,,38.81,,169.71,1624.5,1125.0
364,2019-02-13 00:00:00+00:00,119.16,75.58,63.68,,,,39.28,,171.39,1647.0,1133.04
365,2019-02-12 00:00:00+00:00,118.33,75.08,62.88,,,,38.8,,170.1,1604.0,1111.01
366,2019-02-11 00:00:00+00:00,116.93,73.88,63.02,,,,38.31,,171.05,1600.98,1103.75
367,2019-02-08 00:00:00+00:00,117.74,73.76,63.22,,,,38.5,,168.99,1586.0,1094.88
368,2019-02-07 00:00:00+00:00,118.01,74.95,63.62,,,,39.23,,172.4,1625.0,1111.82
369,2019-02-06 00:00:00+00:00,119.0,75.58,64.3,,,,40.17,,174.65,1670.75,1149.27
370,2019-02-05 00:00:00+00:00,119.62,75.18,64.3,,,,39.08,,172.86,1643.34,1129.63
371,2019-02-04 00:00:00+00:00,117.5,75.76,64.12,,,,38.65,,167.41,1623.0,1119.01
372,2019-02-01 00:00:00+00:00,116.65,74.92,64.38,,,,38.91,,166.96,1638.88,1122.29
373,2019-01-31 00:00:00+00:00,113.8,72.29,64.75,,,,38.81,,166.11,1692.85,1112.24
374,2019-01-30 00:00:00+00:00,112.53,71.77,63.72,,,,38.5,,163.25,1623.0,1077.36
375,2019-01-29 00:00:00+00:00,113.03,71.7,63.73,,,,38.31,,156.25,1631.27,1081.04
376,2019-01-28 00:00:00+00:00,111.91,71.02,63.03,,,,38.23,,155.79,1643.59,1090.07
377,2019-01-25 00:00:00+00:00,114.06,72.07,64.15,,,0.05,38.65,,155.48,1670.5,1094.23
378,2019-01-24 00:00:00+00:00,111.03,71.1,62.57,,,0.07,37.76,,154.11,1641.07,1082.51
379,2019-01-23 00:00:00+00:00,112.38,72.01,62.36,,,0.1,38.2,,154.15,1656.0,1086.86
380,2019-01-22 00:00:00+00:00,113.12,72.39,62.65,,,,38.28,,156.41,1681.0,1096.0
381,2019-01-18 00:00:00+00:00,113.99,73.27,64.66,,,,38.45,,157.5,1712.0,1108.59
382,2019-01-17 00:00:00+00:00,110.75,71.19,63.31,,,,37.5,,154.2,1680.0,1087.99
383,2019-01-16 00:00:00+00:00,111.43,71.42,63.63,,,,37.48,,153.08,1684.22,1090.0
384,2019-01-15 00:00:00+00:00,111.98,71.95,63.45,,,,37.84,,150.27,1632.0,1058.01
385,2019-01-14 00:00:00+00:00,111.34,71.21,62.41,,,,37.25,,150.85,1615.0,1053.34
386,2019-01-11 00:00:00+00:00,113.0,71.85,64.12,,,,36.6,,152.88,1640.55,1069.9
387,2019-01-10 00:00:00+00:00,112.51,72.07,64.58,,,,35.0,,152.5,1641.01,1074.94
388,2019-01-09 00:00:00+00:00,112.69,72.6,64.79,,,,34.96,,151.29,1652.98,1087.99
389,2019-01-08 00:00:00+00:00,113.4,72.54,63.35,,,,35.0,,149.56,1664.69,1086.0
390,2019-01-07 00:00:00+00:00,111.06,71.25,62.67,,,,33.71,,148.7,1602.31,1080.97
391,2019-01-04 00:00:00+00:00,110.28,69.64,62.21,,,,32.8,,144.53,1530.0,1042.56
392,2019-01-03 00:00:00+00:00,111.055,70.0,61.71,,,,33.34,,143.98,1520.01,1050.67
393,2019-01-02 00:00:00+00:00,107.34,67.35,59.58,,,,32.85,,154.89,1465.2,1027.2
394,2018-12-31 00:00:00+00:00,109.15,68.32,62.09,,,,34.0,,158.53,1510.8,1057.83
395,2018-12-28 00:00:00+00:00,109.65,69.18,61.56,,,,33.95,,157.5,1473.35,1059.5
396,2018-12-27 00:00:00+00:00,105.47,67.74,61.37,,,,33.07,,155.84,1454.2,1026.2
397,2018-12-26 00:00:00+00:00,101.85,66.18,60.5,,,,32.58,,148.3,1368.89,997.99
398,2018-12-24 00:00:00+00:00,103.3,66.87,61.02,,,,32.65,,148.15,1346.0,984.32
399,2018-12-21 00:00:00+00:00,103.62,68.14,61.73,,,,34.23,,156.86,1464.99,1032.04
400,2018-12-20 00:00:00+00:00,106.81,70.09,62.97,,,,34.93,,160.4,1484.0,1026.0
401,2018-12-19 00:00:00+00:00,109.91,72.45,65.17,,,,35.01,,166.0,1543.05,1047.29
402,2018-12-18 00:00:00+00:00,112.63,73.63,66.68,,,,35.02,,165.38,1540.0,1034.0
403,2018-12-17 00:00:00+00:00,113.44,75.26,68.05,,,,34.94,,165.45,1566.0,1047.01
404,2018-12-14 00:00:00+00:00,115.01,76.72,68.91,,,,35.0,,169.0,1638.0,1060.02
405,2018-12-13 00:00:00+00:00,115.15,76.03,69.0,,,,35.96,,170.49,1680.0,1075.67
406,2018-12-12 00:00:00+00:00,117.11,78.04,69.31,,,,35.23,,170.4,1669.0,1077.08
407,2018-12-11 00:00:00+00:00,116.26,77.7,68.41,,,,35.55,,171.66,1678.0,1066.94
408,2018-12-10 00:00:00+00:00,115.3,77.86,68.17,,,,34.55,,165.0,1623.84,1042.94
409,2018-12-07 00:00:00+00:00,117.59,79.39,69.52,,,,35.44,,173.49,1705.07,1072.23
410,2018-12-06 00:00:00+00:00,115.34,78.0,68.7,,,,35.74,,171.76,1614.87,1045.0
411,2018-12-04 00:00:00+00:00,120.6,81.38,72.27,,,,38.22,,180.95,1756.0,1112.99
412,2018-12-03 00:00:00+00:00,120.77,80.24,72.16,,,,39.0,,184.46,1769.46,1132.16
413,2018-11-30 00:00:00+00:00,118.05,78.45,69.55,,,,36.74,,180.29,1679.5,1095.63
414,2018-11-29 00:00:00+00:00,117.95,78.22,70.0,,,,36.79,,182.66,1674.99,1083.53
415,2018-11-28 00:00:00+00:00,114.98,77.04,68.25,,,,36.76,,176.73,1613.92,1057.46
416,2018-11-27 00:00:00+00:00,114.55,76.57,68.1,,,,37.27,,171.51,1575.99,1051.34
417,2018-11-26 00:00:00+00:00,114.6,76.24,67.96,,,,36.14,,174.24,1539.0,1044.0
418,2018-11-23 00:00:00+00:00,114.7,76.05,67.27,,,,35.33,,174.94,1517.0,1033.5
419,2018-11-21 00:00:00+00:00,116.68,77.43,69.39,,,,35.3,,179.73,1542.99,1045.31
420,2018-11-20 00:00:00+00:00,119.24,78.42,70.23,,,,35.1,,178.37,1437.5,1007.29
421,2018-11-19 00:00:00+00:00,118.14,78.46,72.02,,,,35.75,,190.0,1577.01,1063.39
422,2018-11-16 00:00:00+00:00,117.5,78.37,72.67,,,,35.32,,190.5,1587.5,1065.23
423,2018-11-15 00:00:00+00:00,113.66,76.67,72.33,,,,34.91,,188.39,1581.01,1051.46
424,2018-11-14 00:00:00+00:00,116.88,78.86,73.37,,,,36.2,,193.9,1656.32,1060.0
425,2018-11-13 00:00:00+00:00,117.3,79.8,74.21,,,,35.92,,191.63,1649.29,1054.81
426,2018-11-12 00:00:00+00:00,120.9,81.66,75.03,,,,35.64,,199.0,1698.24,1073.13
427,2018-11-09 00:00:00+00:00,118.22,80.26,74.59,,,,36.12,,205.55,1732.5,1084.02
428,2018-11-08 00:00:00+00:00,120.65,83.13,76.8,,,,36.41,,209.98,1755.0,1107.3
429,2018-11-07 00:00:00+00:00,120.0,82.21,77.01,,,,36.73,,205.97,1673.0,1083.49
430,2018-11-06 00:00:00+00:00,118.76,81.74,75.2,,,,36.18,,201.92,1618.35,1055.02
431,2018-11-05 00:00:00+00:00,116.62,82.5,74.57,,,,36.0,,204.3,1657.57,1072.53
432,2018-11-02 00:00:00+00:00,114.85,81.76,75.11,,,,36.8,,209.55,1678.59,1089.0
433,2018-11-01 00:00:00+00:00,111.765,79.83,73.98,,,,36.24,,219.05,1623.53,1091.4
434,2018-10-31 00:00:00+00:00,111.71,79.34,72.72,,,,35.97,,216.88,1569.99,1068.2
435,2018-10-30 00:00:00+00:00,109.62,77.62,71.23,,,,33.18,,211.15,1486.16,1020.01
436,2018-10-29 00:00:00+00:00,112.04,78.07,71.53,,,,34.11,,219.19,1660.0,1096.54
437,2018-10-26 00:00:00+00:00,110.63,77.87,71.04,,,,31.68,,215.9,1649.59,1048.33
438,2018-10-25 00:00:00+00:00,111.36,78.49,72.2,,,,31.19,,217.71,1703.34,1080.3
439,2018-10-24 00:00:00+00:00,113.72,80.13,74.23,,,,31.79,,222.6,1773.7,1115.0
440,2018-10-23 00:00:00+00:00,115.72,80.06,74.44,,,,30.94,,215.83,1742.24,1091.29
441,2018-10-22 00:00:00+00:00,118.1,82.0,76.8,,,,31.45,,219.79,1784.0,1112.51
442,2018-10-19 00:00:00+00:00,117.37,81.66,75.65,,,,30.72,,218.06,1785.16,1103.71
443,2018-10-18 00:00:00+00:00,117.42,81.2,75.89,,,,31.71,,217.86,1821.49,1130.0
444,2018-10-17 00:00:00+00:00,117.21,80.94,78.39,,,,32.06,,222.3,1842.79,1140.0
445,2018-10-16 00:00:00+00:00,117.09,80.51,77.34,,,,32.46,,218.93,1783.5,1113.48
446,2018-10-15 00:00:00+00:00,117.7,81.38,76.39,,,,31.69,,221.16,1795.0,1118.0
447,2018-10-12 00:00:00+00:00,119.53,82.13,76.01,,,,32.74,,220.42,1808.0,1119.64
448,2018-10-11 00:00:00+00:00,122.43,83.94,76.32,,,,32.61,,214.52,1724.0,1079.04
449,2018-10-10 00:00:00+00:00,127.23,86.73,78.76,,,,32.6,,225.46,1857.89,1136.4
450,2018-10-09 00:00:00+00:00,125.51,86.38,79.02,,,,34.0,,223.64,1859.99,1151.31
451,2018-10-08 00:00:00+00:00,124.05,84.79,77.48,,,,33.82,,222.21,1874.0,1160.0
452,2018-10-05 00:00:00+00:00,124.93,85.31,78.89,,,,34.41,,227.96,1917.99,1176.0
453,2018-10-04 00:00:00+00:00,124.79,85.5,80.01,,,,34.11,,230.78,1949.0,1205.03
454,2018-10-03 00:00:00+00:00,125.13,86.51,82.04,,,,35.02,,230.05,1981.7,1212.0
455,2018-10-02 00:00:00+00:00,125.07,85.8,80.74,,,,33.95,,227.25,1999.99,1206.67
456,2018-10-01 00:00:00+00:00,123.11,85.35,82.08,,,,34.3,,227.95,2021.99,1213.0
457,2018-09-28 00:00:00+00:00,121.99,85.25,80.81,,,,33.57,,224.79,2004.41,1204.09
458,2018-09-27 00:00:00+00:00,122.16,86.085,79.81,,,,33.51,,223.82,1993.24,1200.0
459,2018-09-26 00:00:00+00:00,122.99,86.02,79.67,,,,33.49,,221.0,1968.5,1193.69
460,2018-09-25 00:00:00+00:00,123.5,87.0312,78.35,,,,34.48,,219.75,1942.9,1184.25
461,2018-09-24 00:00:00+00:00,121.91,85.79,76.9,,,,35.04,,216.82,1903.79,1159.41
462,2018-09-21 00:00:00+00:00,119.91,85.01,78.36,,,,36.31,,220.78,1954.22,1194.92
463,2018-09-20 00:00:00+00:00,120.19,84.86,78.75,,,,35.91,,220.24,1938.58,1180.67
464,2018-09-19 00:00:00+00:00,118.33,83.64,78.18,,,,35.36,,218.5,1940.5,1168.96
465,2018-09-18 00:00:00+00:00,118.5,83.9,77.28,,,,35.17,,217.79,1918.65,1162.66
466,2018-09-17 00:00:00+00:00,117.61,83.0,76.25,,,,34.5,,222.15,1954.73,1177.77
467,2018-09-14 00:00:00+00:00,116.43,82.42,75.45,,,,34.47,,225.75,1992.93,1188.0
468,2018-09-13 00:00:00+00:00,116.01,83.15,75.43,,,,34.26,,223.52,2000.0,1179.7
469,2018-09-12 00:00:00+00:00,116.42,83.25,72.3,,,,33.7,,224.94,1994.0,1182.0
470,2018-09-11 00:00:00+00:00,114.34,81.96,72.25,,,,33.92,,218.01,1928.27,1171.1
471,2018-09-10 00:00:00+00:00,115.43,82.2359,74.07,,,,33.92,,220.95,1971.0,1184.2
472,2018-09-07 00:00:00+00:00,114.52,80.15,73.11,,,,34.35,,221.85,1938.71,1172.0
473,2018-09-06 00:00:00+00:00,117.89,81.11,73.3,,,,35.0,,226.23,2006.51,1198.57
474,2018-09-05 00:00:00+00:00,118.06,79.9,71.9,,,,35.6,,228.99,2038.11,1209.22
475,2018-09-04 00:00:00+00:00,118.93,80.41,73.78,,,,36.0,,228.41,2026.5,1222.52
476,2018-08-31 00:00:00+00:00,119.4,80.24,74.41,,,,36.2,,226.51,2007.0,1252.21
477,2018-08-30 00:00:00+00:00,120.08,80.45,77.38,,,,37.0,,223.25,1997.42,1263.4
478,2018-08-29 00:00:00+00:00,120.0,80.44,77.2,,,,37.39,,220.15,1953.45,1255.0
479,2018-08-28 00:00:00+00:00,120.6,80.58,76.51,,,,37.85,,219.01,1937.73,1255.9
480,2018-08-27 00:00:00+00:00,119.36,79.91,76.65,,,,36.29,,217.15,1915.0,1244.14
481,2018-08-24 00:00:00+00:00,118.9,79.52,74.47,,,,35.95,,216.6,1910.51,1226.0
482,2018-08-23 00:00:00+00:00,118.39,79.56,73.93,,,,35.95,,214.65,1907.17,1219.88
483,2018-08-22 00:00:00+00:00,118.54,79.11,75.0,,,,36.6,,214.1,1876.64,1214.22
484,2018-08-21 00:00:00+00:00,118.375,79.05,74.15,,,,36.75,,216.8,1880.0,1223.02
485,2018-08-20 00:00:00+00:00,118.0,78.26,73.45,,,,36.63,,218.1,1890.57,1220.66
486,2018-08-17 00:00:00+00:00,118.15,78.34,72.74,,,,36.08,,213.44,1885.8,1222.04
487,2018-08-16 00:00:00+00:00,117.7,77.28,72.95,,,,36.18,,211.75,1903.94,1241.99
488,2018-08-15 00:00:00+00:00,121.7,77.78,72.92,,,,35.82,,209.22,1909.55,1244.28
489,2018-08-14 00:00:00+00:00,122.92,78.99,74.92,,,,36.25,,210.155,1919.39,1252.5
490,2018-08-13 00:00:00+00:00,123.31,79.45,74.11,,,,36.59,,207.7,1898.5,1251.2
491,2018-08-10 00:00:00+00:00,122.17,79.51,75.7,,,,37.32,,207.36,1888.51,1259.18
492,2018-08-09 00:00:00+00:00,123.96,80.73,76.81,,,,37.67,,207.28,1882.0,1262.73
493,2018-08-08 00:00:00+00:00,124.52,81.02,76.55,,,,37.61,,206.05,1861.0,1256.72
494,2018-08-07 00:00:00+00:00,125.54,80.91,75.32,,,,37.7,,209.32,1854.53,1252.01
495,2018-08-06 00:00:00+00:00,124.42,80.25,72.51,,,,37.57,,208.0,1825.81,1241.61
496,2018-08-03 00:00:00+00:00,124.15,79.97,73.05,,,,36.65,,207.03,1837.74,1245.18
497,2018-08-02 00:00:00+00:00,124.44,79.89,72.22,,,,37.0,,200.58,1788.77,1218.5
498,2018-08-01 00:00:00+00:00,125.31,80.89,74.36,,,,37.89,,199.13,1784.0,1239.11
499,2018-07-31 00:00:00+00:00,128.0,81.64,76.22,,,,37.79,,190.3,1786.49,1231.71
500,2018-07-30 00:00:00+00:00,126.76,82.13,75.96,,,,37.66,,191.9,1827.33,1245.05
501,2018-07-27 00:00:00+00:00,122.79,80.97,74.86,,,,36.83,,194.99,1876.05,1289.12
502,2018-07-26 00:00:00+00:00,124.7,83.83,73.97,,,,37.07,,194.61,1839.0,1267.18
503,2018-07-25 00:00:00+00:00,123.62,83.01,73.07,,,,37.45,,193.0602,1829.3,1252.62
504,2018-07-24 00:00:00+00:00,121.87,81.52,72.02,,,,39.87,,192.45,1829.01,1271.0
505,2018-07-23 00:00:00+00:00,122.35,81.95,71.93,,,,39.2,,190.68,1812.21,1195.66
